Dataset	Station	Tara_Sample_ID	"Depth, nominal"	Fraction_size	Latitude	Longitude	Zooplankton	Copepoda	Rhizaria	Cnidaria	Tunicata	Eumalacostraca	Pteropoda	Chaetognatha	Other_large	Other_small	Other_unidentified	Small_grazers	Diatoms	Dinoflagelates	Acartiidae	Aetideidae	Arietellidae	Augaptilidae	Calanidae	Calanoida_unidentified	Candaciidae	Centropagidae	Corycaeidae	Eucalanidae	Euchaetidae	Harpacticoida	Heterorhabdidae	Lubbockiidae	Metridinidae	Monstrilloida	Oithonidae	Oncaeidae	Paracalanidae	Pontellidae	Rhincalanidae	Sapphirinidae	Temoridae	All Calanoida	All Cyclopoida	All Harpacticoida	All Monstrilloida	All Poecilostomatoida	Copepoda_unidentified
wp2	TARA_015	TARA_A200000203	0-100	200	39.9670	13.8176	513.02	445.71	2.63	0.69	14.74	2.97	4.23	5.03	4.46	8.80	10.74	25.83	0.00	0.00	16.11	0.00	0.00	0.00	2.97	263.20	1.14	0.00	39.89	0.11	0.11	0.11	1.03	0.00	2.74	0.00	43.43	16.11	2.86	0.00	0.00	0.57	35.54	325.83	43.43	0.11	0.00	56.57	5.94
wp2	TARA_016	TARA_A100000042	0-100	200	37.4355	15.4675	586.21	527.39	6.40	3.66	3.81	3.66	0.15	9.14	5.18	9.14	11.12	18.90	0.00	1.22	1.83	0.00	0.00	1.37	2.90	299.43	1.37	0.76	40.69	1.22	1.52	1.22	1.98	0.00	13.41	0.00	60.95	29.41	33.37	0.00	0.00	0.30	23.77	382.93	60.95	1.22	0.00	70.40	11.43
wp2	TARA_017	TARA_A100000125	0-100	200	36.2597	14.3076	319.08	253.14	5.56	1.87	21.68	1.60	3.05	9.26	10.02	6.78	10.36	8.57	0.00	0.65	3.05	0.00	0.00	0.11	0.00	104.00	1.33	3.05	17.94	0.00	0.61	0.00	0.00	0.00	4.27	0.00	70.93	18.97	11.62	0.00	0.00	0.04	11.09	139.12	70.93	0.00	0.00	36.95	8.08
wp2	TARA_018	TARA_X000000023	0-100	200	35.7591	14.2565	1057.13	934.78	3.84	7.06	36.94	0.24	1.25	15.65	13.22	18.90	21.06	25.26	0.00	1.25	19.02	0.00	0.00	0.16	1.33	532.63	4.51	1.25	56.28	0.00	1.53	0.04	1.41	0.00	6.59	0.00	154.08	95.57	45.49	0.00	0.00	0.08	9.45	623.37	154.08	0.04	0.00	151.92	11.53
wp2	TARA_020	TARA_A100000741	0-100	200	34.4840	14.9083	300.72	252.92	11.08	0.08	6.40	0.84	11.60	3.16	6.72	6.00	11.20	2.56	0.00	1.28	7.04	0.00	0.00	0.00	0.04	103.84	0.84	0.00	38.52	0.04	2.00	0.00	0.00	0.00	9.60	0.00	22.40	33.32	8.32	0.64	0.00	0.00	1.28	133.64	22.40	0.00	0.00	71.84	17.36
wp2	TARA_021	TARA_S200001200	0-100	200	37.5112	17.2821	1135.36	959.52	46.72	7.04	28.96	2.56	16.48	13.12	15.20	19.84	20.48	25.92	0.00	5.12	7.84	0.00	0.00	0.32	10.72	627.68	5.44	2.56	23.84	0.00	2.72	0.00	0.16	0.00	2.72	0.00	63.20	53.92	57.44	0.00	0.00	0.32	10.72	728.32	63.20	0.00	0.00	78.08	67.68
wp2	TARA_022	TARA_S200001402	0-100	200	39.8280	17.4039	358.15	287.63	0.59	2.59	8.81	0.44	4.52	7.85	14.96	19.85	4.04	19.30	0.00	4.15	3.26	0.00	0.00	0.74	1.04	242.44	2.37	0.30	18.19	0.00	8.07	1.78	0.37	0.00	3.96	0.00	59.89	13.93	5.04	0.00	0.00	0.00	14.82	282.41	59.89	1.78	0.00	32.11	53.22
wp2	TARA_023	TARA_E200001800	0-100	200	42.1760	17.7256	199.03	171.10	0.53	0.67	8.83	0.03	1.07	3.77	3.27	4.40	3.33	6.43	0.00	0.00	0.53	0.00	0.00	0.03	0.57	116.13	1.07	1.10	2.20	0.17	0.03	0.53	0.00	0.00	7.50	0.00	29.40	5.93	2.13	0.00	0.00	0.00	1.60	130.87	29.40	0.53	0.00	8.13	10.83
wp2	TARA_024	TARA_A100000607	0-100	200	42.4569	17.9521	135.76	111.62	2.07	0.90	4.07	0.28	1.69	2.34	5.24	1.79	6.59	7.07	0.00	0.14	0.83	0.00	0.00	1.07	0.10	72.48	0.28	0.69	3.24	0.00	0.62	0.00	0.03	0.00	1.03	0.00	23.55	2.59	0.62	0.00	0.00	0.28	0.59	78.35	23.55	0.00	0.00	6.10	5.93
wp2	TARA_025	TARA_A100000617	0-100	200	39.3751	19.4096	327.20	267.63	3.26	0.74	20.00	0.15	3.63	3.11	5.35	5.02	4.98	21.79	0.00	0.00	0.52	0.00	0.00	8.00	2.65	184.65	0.49	0.98	12.15	0.52	2.46	0.52	0.00	0.00	6.12	0.00	33.57	4.95	3.08	0.00	0.03	0.15	1.02	210.52	33.57	0.52	0.00	17.26	4.89
wp2	TARA_026	TARA_A100000655	0-100	200	38.4323	20.1874	1071.69	881.57	20.08	1.88	17.26	5.33	10.67	21.65	47.06	16.63	58.98	52.08	0.00	0.94	5.02	0.00	0.00	0.94	11.29	601.10	7.53	2.20	64.31	0.00	3.76	0.94	2.51	0.00	20.08	0.00	73.73	17.88	30.75	0.00	0.00	0.63	10.98	696.16	73.73	0.94	0.00	82.82	39.84
wp2	TARA_030	TARA_A100000636	0-100	200	33.9232	32.8028	272.43	211.05	11.13	5.67	4.65	0.15	3.56	3.49	10.98	12.87	13.16	11.20	0.00	1.24	1.16	0.00	0.00	1.53	0.00	119.93	1.16	1.24	16.00	0.00	0.00	0.58	0.00	0.00	12.80	0.00	36.73	5.24	5.82	0.00	0.00	0.73	3.20	146.84	36.73	0.58	0.00	21.96	9.53
wp2	TARA_031	TARA_A100001476	0-100	200	27.1500	34.8183	89.21	71.08	0.26	0.46	4.26	0.10	3.28	2.31	2.31	3.03	2.87	2.59	0.00	0.00	8.62	0.00	0.00	0.23	0.08	26.92	0.56	0.03	12.39	0.00	0.03	0.26	0.00	0.00	2.72	0.00	11.41	3.79	0.41	0.00	0.00	0.62	0.03	39.62	11.41	0.26	0.00	16.80	2.41
wp2	TARA_032	TARA_A100001168	0-100	200	23.3756	37.2411	102.99	77.76	0.84	1.23	4.31	0.45	1.01	5.26	5.15	3.69	5.26	3.75	0.00	0.00	1.73	0.00	0.00	0.34	0.17	34.07	1.40	0.50	10.01	0.00	0.17	0.50	0.00	0.00	1.34	0.00	18.52	3.30	0.73	0.11	0.00	2.46	0.34	40.90	18.52	0.50	0.00	15.78	4.87
wp2	TARA_033	TARA_A100001309	0-100	200	22.0517	38.2167	112.27	90.20	1.32	0.60	5.92	0.78	2.81	3.05	4.25	1.79	6.40	1.79	0.00	0.00	0.78	0.00	0.00	0.60	0.24	56.16	1.32	0.18	3.59	0.36	1.91	0.00	0.00	0.00	0.60	0.00	10.11	8.02	0.78	0.00	0.00	0.60	0.06	62.98	10.11	0.00	0.00	12.20	4.96
wp2	TARA_034	TARA_P100000584	0-100	200	18.3975	39.8692	145.97	102.04	4.80	0.51	18.47	1.24	1.16	4.22	5.31	4.73	7.13	4.00	0.00	0.00	0.29	0.00	0.00	1.09	0.07	34.04	1.09	0.00	4.00	0.44	1.38	0.00	0.00	0.00	1.24	0.00	30.62	20.51	1.53	0.00	0.00	1.45	0.00	41.16	30.62	0.00	0.00	25.96	7.05
wp2	TARA_036	TARA_P100000566	0-100	200	22.7745	60.3286	1093.34	840.67	42.00	6.00	34.67	4.67	15.33	20.00	25.33	40.67	49.33	73.33	0.00	2.00	0.67	0.00	0.00	0.00	0.67	306.67	0.67	0.00	12.00	14.67	50.00	13.33	0.00	0.00	4.00	0.00	53.33	338.00	0.00	0.00	0.00	20.67	0.67	378.00	53.33	13.33	0.00	370.67	23.33
wp2	TARA_038	TARA_P100000031	0-100	200	19.0205	64.5537	979.84	716.16	4.48	6.40	42.24	0.00	5.12	19.20	58.24	41.60	69.76	94.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	290.56	0.00	0.00	8.96	3.84	44.16	4.48	0.00	0.00	1.92	0.00	98.56	233.60	0.64	0.00	0.00	3.84	0.00	341.12	98.56	4.48	0.00	246.40	25.60
wp2	TARA_039	TARA_P100000052	0-100	200	18.6713	66.4193	1035.64	828.51	15.13	12.80	59.35	0.00	5.24	5.82	45.96	27.35	58.18	41.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	278.69	1.75	0.00	39.56	3.49	37.24	7.56	0.00	0.00	1.75	0.00	86.69	331.64	1.16	0.00	0.00	2.33	0.00	324.07	86.69	7.56	0.00	373.53	30.26
wp2	TARA_040	TARA_P100000543	0-100	200	17.4911	67.9944	1209.76	952.98	16.39	0.78	80.39	3.12	5.46	13.27	14.83	28.88	32.00	99.90	0.00	0.00	4.68	0.00	0.00	0.00	0.00	462.05	0.78	0.78	61.66	2.34	53.85	4.68	0.00	0.00	2.34	0.00	57.76	288.78	3.12	0.00	0.00	1.56	1.56	531.51	57.76	4.68	0.00	352.00	12.49
wp2	TARA_041	TARA_P100000528	0-100	200	14.5762	70.0167	769.92	526.08	16.00	6.40	61.44	0.64	7.04	23.68	16.64	32.64	28.80	84.48	0.00	0.00	5.76	0.00	0.00	0.00	0.00	247.68	3.20	0.00	14.08	3.20	21.12	1.28	0.00	0.00	8.96	0.00	59.52	137.60	0.00	1.92	0.00	2.56	0.00	291.84	59.52	1.28	0.00	154.24	16.00
wp2	TARA_042	TARA_P100000496	0-100	200	6.0056	73.9011	767.43	492.00	9.71	13.14	60.00	8.00	12.00	52.00	14.86	44.57	16.00	64.57	0.00	0.00	17.71	0.00	0.00	1.71	1.14	230.29	4.57	0.57	26.86	2.29	13.14	4.00	0.00	0.00	6.86	0.00	88.57	57.71	4.57	0.57	0.00	12.57	1.14	284.57	88.57	4.00	0.00	97.14	20.57
wp2	TARA_044	TARA_P100000481	0-100	200	2.8079	71.5249	1016.70	648.70	10.44	2.43	63.65	6.26	16.00	26.78	14.96	32.00	42.44	200.70	0.00	0.00	21.91	0.00	0.00	1.04	2.43	275.83	6.61	1.39	41.74	7.65	12.87	0.35	1.04	0.00	9.39	0.00	62.61	170.78	4.87	0.35	0.00	8.70	1.39	346.78	62.61	0.35	0.00	221.22	32.35
wp2	TARA_045	TARA_P100000479	0-100	200	1.1304	71.5479	562.71	452.49	10.96	0.93	10.03	2.07	6.10	13.59	6.90	18.54	14.10	45.16	0.00	0.00	11.60	0.00	0.00	1.06	2.84	185.31	6.35	0.00	83.85	4.78	10.71	1.35	0.51	0.00	2.16	0.00	29.76	79.49	4.40	0.08	0.72	4.74	3.56	234.07	29.76	1.35	0.00	168.08	5.71
wp2	TARA_046	TARA_P100000656	0-60	200	-0.6625	73.1610	48.60	30.87	1.00	0.28	5.32	2.05	1.27	1.33	1.19	3.84	2.16	1.66	0.00	0.00	0.92	0.00	0.00	0.05	0.29	17.88	0.19	0.00	2.37	0.18	0.11	0.05	0.00	0.00	0.30	0.00	2.64	3.44	0.20	0.00	0.02	0.11	0.25	20.40	2.64	0.05	0.00	5.92	1.23
wp2	TARA_051	TARA_P100000643	0-100	200	-21.4875	54.3219	301.75	237.12	12.14	0.95	6.53	4.67	8.00	11.93	6.77	9.05	8.18	6.56	0.00	0.00	12.95	0.00	0.00	0.42	1.68	113.61	3.75	0.28	27.09	1.02	0.95	1.16	0.63	0.00	1.68	0.00	26.81	20.53	7.58	0.00	0.00	0.84	1.47	146.04	26.81	1.16	0.00	48.46	13.16
wp2	TARA_052	TARA_P100000650	0-100	200	-16.9569	54.0019	251.11	177.98	27.18	1.64	8.86	2.02	5.61	10.69	2.40	7.94	7.21	7.29	0.00	0.15	6.26	0.00	0.00	0.46	0.27	87.41	1.30	0.19	22.63	0.19	1.30	0.50	0.65	0.00	0.46	0.00	16.95	29.96	5.38	0.00	0.00	0.50	0.00	103.85	16.95	0.50	0.00	53.09	8.89
wp2	TARA_053	TARA_P100000664	0-100	200	-13.0778	46.9869	797.96	595.25	22.37	10.17	44.41	4.07	26.10	44.41	10.85	23.73	28.81	22.03	0.00	0.00	11.19	0.00	0.00	1.02	6.78	272.88	17.97	0.00	58.98	2.37	3.05	14.92	0.68	0.00	4.07	0.00	66.10	99.32	4.07	0.68	0.00	3.05	1.36	326.10	66.10	14.92	0.00	161.36	37.29
wp2	TARA_058	TARA_P100000674b	0-100	200	-17.3709	42.2641	811.85	614.22	43.26	4.44	38.22	6.52	19.56	16.89	18.67	29.63	34.67	23.70	0.00	0.30	13.93	0.00	0.00	0.30	2.96	305.48	5.33	0.30	38.82	12.15	2.67	2.96	0.00	0.00	5.04	0.00	63.11	88.89	9.78	0.89	2.67	1.78	0.59	362.07	63.11	2.96	0.00	129.48	88.89
wp2	TARA_064	TARA_P100000830	0-100	200	-29.5067	37.9427	400.85	280.11	23.83	9.12	15.58	3.75	11.97	22.14	13.79	8.70	20.63	11.86	0.00	0.00	16.84	0.00	0.00	0.00	0.56	140.63	0.81	0.00	20.25	1.89	0.11	7.89	0.04	0.00	7.30	0.00	36.60	25.40	6.18	0.56	0.14	1.37	0.00	175.05	36.60	7.89	0.00	47.02	13.09
wp2	TARA_065	TARA_P100000270b	0-100	200	-35.2450	26.3200	319.26	224.65	17.58	1.58	12.56	3.26	4.19	15.35	10.33	15.07	13.86	18.33	0.00	0.00	4.93	0.00	0.00	0.00	0.74	99.91	1.77	0.19	12.93	10.23	1.49	3.81	0.28	0.00	4.19	0.00	41.12	25.21	3.07	0.09	1.67	0.93	0.56	129.12	41.12	3.81	0.00	39.07	9.40
wp2	TARA_066	TARA_P100000165	0-100	200	-34.9013	18.0382	331.84	310.46	1.09	0.49	1.13	1.20	1.07	1.96	4.01	9.76	6.67	0.69	0.00	0.00	18.95	0.00	0.00	0.00	1.29	194.30	0.02	0.00	1.04	0.10	0.37	1.34	0.00	0.00	0.67	0.00	38.16	2.01	0.34	0.00	0.01	0.38	0.00	216.05	38.16	1.34	0.00	3.42	15.49
wp2	TARA_067	TARA_P100000723	0-100	200	-32.2201	17.4272	2900.12	2813.80	0.00	0.20	0.00	0.99	31.80	4.54	34.17	14.03	38.91	0.59	0.00	0.00	1.19	0.00	0.00	0.00	7.90	1373.80	0.00	13.24	0.20	0.00	0.00	0.00	0.00	0.00	122.67	0.00	676.54	0.00	0.00	0.00	6.32	0.00	0.00	1525.10	676.54	0.00	0.00	0.20	1485.20
wp2	TARA_068	TARA_P100000746	0-100	200	-31.0264	5.3602	217.91	181.24	8.10	3.14	8.38	0.57	0.57	8.86	2.38	2.10	7.14	2.86	0.00	0.00	19.05	0.00	0.00	0.00	1.05	95.71	0.29	0.38	4.38	0.00	0.29	0.00	0.00	0.00	0.76	0.00	49.24	0.00	0.29	0.00	0.00	0.00	0.10	117.90	49.24	0.00	0.00	4.38	20.19
wp2	TARA_070	TARA_P100000786	0-100	200	-20.3053	-3.3043	405.38	334.56	33.82	3.09	5.38	1.16	3.93	8.93	2.42	3.62	2.82	8.80	0.00	0.00	2.51	0.00	0.00	0.13	2.71	170.78	0.78	0.00	7.91	1.00	16.11	0.36	0.00	0.00	0.73	0.00	69.13	19.91	2.49	0.02	0.04	0.82	0.00	197.31	69.13	0.36	0.00	28.64	48.42
wp2	TARA_071	TARA_P100000959	0-100	200	-9.2756	-9.6136	514.71	416.25	39.83	1.38	14.96	2.00	8.54	9.67	14.29	6.13	15.25	2.67	0.00	0.00	3.00	0.00	0.00	0.00	4.67	222.17	1.33	0.00	32.17	0.00	4.71	0.00	0.00	0.00	0.42	0.00	61.13	53.50	9.33	0.83	0.00	0.50	0.00	246.46	61.13	0.00	0.00	86.17	16.58
wp2	TARA_072	TARA_P100000950	0-100	200	-8.7764	-17.9133	282.23	243.35	4.84	4.74	10.42	2.14	0.56	6.60	4.65	3.44	5.49	2.23	0.00	0.00	2.14	0.00	0.00	0.00	5.30	97.40	0.93	0.19	21.30	0.00	12.74	0.00	0.09	0.00	0.74	0.00	40.37	42.79	2.05	0.56	0.00	0.37	0.00	122.14	40.37	0.00	0.00	64.47	21.30
wp2	TARA_073	TARA_P100000200	0-100	200	-12.5085	-24.3968	60.74	54.76	0.28	0.10	0.53	0.21	1.16	1.12	1.01	1.26	1.74	0.38	0.00	0.03	1.65	0.00	0.00	0.03	0.48	20.60	0.84	0.03	18.69	0.03	1.11	0.02	0.00	0.00	0.10	0.00	8.61	0.40	0.18	0.02	0.00	0.23	0.00	25.07	8.61	0.02	0.00	19.32	2.74
wp2	TARA_074	TARA_P100000210	0-100	200	-16.0681	-28.9413	75.94	68.09	0.29	0.41	1.82	0.43	0.94	1.20	1.02	0.98	1.72	0.81	0.00	0.04	1.60	0.00	0.00	0.00	0.48	32.28	0.41	0.04	11.92	0.00	0.79	0.22	0.04	0.00	0.10	0.00	12.87	4.86	0.13	0.09	0.00	0.09	0.00	35.97	12.87	0.22	0.00	16.87	3.00
wp2	TARA_075	TARA_P100000816	0-100	200	-18.0312	-32.6984	156.82	137.09	2.08	0.92	1.36	0.42	3.84	1.81	1.01	7.66	2.77	0.74	0.00	0.18	0.72	0.00	0.00	0.00	2.26	64.54	0.60	0.02	36.31	0.00	4.09	0.36	0.34	0.00	0.20	0.00	19.55	3.78	0.54	0.00	0.00	0.11	0.00	73.30	19.55	0.36	0.00	40.20	10.68
wp2	TARA_076	TARA_P100000283	0-100	200	-20.9870	-35.2784	126.80	86.90	6.90	2.51	2.53	1.82	4.09	4.65	5.38	10.64	6.62	1.36	0.00	0.00	0.42	0.00	0.00	0.05	1.10	34.94	0.46	0.00	25.26	0.00	0.80	0.07	0.00	0.00	0.00	0.00	18.96	0.99	0.30	0.00	0.00	0.41	0.00	38.07	18.96	0.07	0.00	26.66	5.70
wp2	TARA_077	TARA_P100000307	0-100	200	-24.5899	-43.8111	252.92	209.75	2.17	3.42	8.08	0.67	3.42	15.17	4.08	4.42	7.83	2.25	0.00	0.33	2.42	0.00	0.00	0.42	1.08	108.00	1.08	0.17	29.00	1.33	0.83	0.75	0.17	0.00	2.42	0.00	38.83	16.67	1.00	0.00	0.00	0.83	0.50	119.42	38.83	0.75	0.00	46.50	15.08
wp2	TARA_078	TARA_P100000323	0-100	200	-30.1350	-43.2793	230.98	185.87	6.78	0.33	15.67	1.31	1.13	6.51	8.98	2.62	11.73	1.11	0.00	0.00	18.18	0.00	0.00	0.02	1.69	80.53	1.60	0.00	35.73	0.84	0.02	0.73	0.00	0.00	0.38	0.00	27.56	9.62	1.42	0.00	0.00	0.27	0.00	104.69	27.56	0.73	0.00	45.62	6.89
wp2	TARA_079	TARA_P100000333	0-100	200	-34.4347	-47.6597	213.94	178.67	8.91	1.32	3.75	0.78	11.51	2.84	4.66	1.18	6.51	0.47	0.00	0.00	6.14	0.00	0.00	0.00	1.82	120.74	0.00	0.00	6.21	0.10	0.17	0.00	0.00	0.00	0.14	0.00	21.84	8.61	0.68	0.00	0.00	0.91	0.00	129.79	21.84	0.00	0.00	15.73	12.52
wp2	TARA_080	TARA_P100000900	0-100	200	-40.6426	-51.9677	240.91	195.47	5.03	3.15	4.11	1.69	13.35	9.65	3.34	2.93	3.61	2.97	0.00	0.00	24.87	0.00	0.00	0.00	0.73	106.06	0.00	0.18	8.59	3.66	0.41	0.73	0.00	0.00	0.09	0.00	36.02	0.64	1.74	0.00	0.82	0.00	0.00	138.56	36.02	0.73	0.00	9.23	10.33
wp2	TARA_081	TARA_P100000859	0-100	200	-44.5431	-52.3783	97.24	48.21	14.95	0.05	0.48	1.62	8.40	2.57	4.81	13.81	1.40	2.38	0.00	0.00	1.48	0.00	0.00	0.00	1.82	37.32	0.00	0.05	0.24	0.29	0.10	0.10	0.00	0.00	0.10	0.00	4.91	0.58	0.00	0.00	0.00	0.15	0.00	41.15	4.91	0.10	0.00	0.96	5.73
wp2	TARA_082	TARA_P100000376	0-100	200	-47.1718	-58.0288	3008.61	1996.80	212.11	0.00	15.85	36.57	512.00	15.85	90.21	20.72	120.69	119.47	0.00	0.00	14.63	0.00	0.00	0.00	460.80	789.94	2.44	0.00	0.00	76.80	2.44	0.00	1.22	0.00	14.63	0.00	459.58	8.53	1.22	0.00	7.31	0.00	0.00	1371.40	459.58	0.00	0.00	8.53	152.38
wp2	TARA_083	TARA_P100000877	0-50	200	-54.7400	-65.5292	628.00	303.90	55.75	0.00	5.95	0.41	3.98	0.44	5.22	125.78	13.47	138.84	0.00	0.00	11.46	0.00	0.00	0.00	2.43	81.11	0.40	107.91	0.40	0.42	1.19	0.00	0.00	0.00	0.79	0.00	85.85	1.58	0.00	0.00	0.09	0.00	0.01	205.80	85.85	0.00	0.00	1.98	24.24
wp2	TARA_084	TARA_P100000409	0-100	200	-60.3209	-60.5470	2018.31	1516.00	7.63	0.00	51.38	24.37	46.97	2.64	192.59	19.96	250.13	160.29	0.00	0.00	0.00	0.00	0.00	7.05	133.28	300.62	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	2.64	0.00	938.57	7.34	0.00	0.00	0.00	0.00	0.00	446.83	938.57	0.00	0.00	7.34	135.05
wp2	TARA_085	TARA_P100001780	0-100	200	-62.1432	-49.3030	4.47	2.17	0.50	0.00	0.05	0.11	0.29	0.00	0.26	0.84	0.54	0.29	0.03	0.00	0.05	0.00	0.00	0.00	0.22	1.16	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.39	0.00	0.00	0.00	0.25
wp2	TARA_086	TARA_P100001750	0-100	200	-64.3544	-53.0542	124.97	32.84	4.25	0.00	1.81	0.16	1.53	0.28	6.94	47.94	15.44	30.28	5.25	0.00	0.00	0.00	0.00	0.00	3.38	6.41	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	0.28	0.00	17.22	3.09	0.00	0.03	0.06	0.00	0.00	10.19	17.22	0.00	0.00	3.13	4.53
wp2	TARA_087	TARA_P100001774	0-100	200	-63.8537	-56.1287	190.69	41.56	1.06	0.00	7.06	27.94	0.63	0.00	16.75	80.63	74.69	17.06	0.00	0.00	0.00	0.00	0.00	0.00	11.69	10.13	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	12.00	4.00	0.00	0.00	0.00	0.00	0.00	22.44	12.00	0.00	0.00	4.00	4.63
wp2	TARA_089	TARA_P100001903	0-100	200	-57.7342	-67.1072	2369.87	2217.40	45.18	0.00	13.18	1.88	60.24	9.41	9.41	9.41	37.65	5.65	0.00	0.00	7.53	0.00	0.00	0.00	592.94	553.41	0.00	0.00	0.00	11.29	0.00	0.00	0.00	0.00	9.41	0.00	698.35	1.88	0.00	0.00	0.00	0.00	0.00	1174.60	698.35	0.00	0.00	1.88	737.88
wp2	TARA_090	TARA_P000000411	0-100	200	-39.6216	-76.9759	900.84	735.74	100.75	6.77	6.51	0.70	11.08	18.46	11.87	6.68	15.21	7.65	0.00	0.00	0.79	0.00	0.00	0.00	0.09	500.40	0.00	10.73	0.00	0.09	0.00	3.52	0.00	0.00	0.88	0.00	199.12	2.29	0.70	0.00	0.00	0.09	0.00	513.67	199.12	3.52	0.00	2.37	38.59
wp2	TARA_091	TARA_P100001917	0-100	200	-34.1618	-73.0967	372.00	232.00	80.92	2.77	16.92	0.62	4.92	2.77	10.77	18.15	13.23	5.85	0.00	0.00	0.62	0.00	0.00	0.00	1.54	126.15	0.00	0.00	10.46	0.92	0.00	15.39	0.00	0.00	0.62	0.00	66.46	0.62	0.00	0.00	0.00	0.00	0.00	129.85	66.46	15.39	0.00	11.08	6.77
wp2	TARA_092	TARA_P100001924	0-100	200	-33.6893	-71.9968	1109.54	948.92	17.23	12.31	44.92	0.00	0.00	4.92	18.46	21.54	40.62	43.08	0.00	0.00	57.85	0.00	0.00	0.00	7.38	625.23	0.00	9.85	2.46	0.62	0.00	0.62	6.15	0.00	9.23	0.00	142.15	47.39	0.00	0.00	14.77	0.00	0.00	731.08	142.15	0.62	0.00	49.85	88.62
wp2	TARA_094	TARA_P100001791	0-100	200	-32.9210	-85.0345	421.38	336.15	11.69	5.69	19.23	0.92	5.08	17.08	16.62	8.00	22.46	4.77	0.00	0.00	2.15	0.00	0.00	0.00	1.23	151.69	1.23	0.00	13.39	1.08	0.00	0.00	0.00	0.00	1.23	0.00	81.23	69.39	0.62	0.00	0.00	1.69	0.62	159.85	81.23	0.00	0.00	84.46	20.46
wp2	TARA_095	TARA_P100001939	0-100	200	-31.7833	-92.3441	353.36	326.03	4.67	1.37	3.05	1.02	4.92	1.68	1.43	5.78	4.83	3.43	0.00	0.00	14.38	0.00	0.00	0.10	3.08	143.97	1.27	0.25	38.22	0.00	0.03	0.00	0.00	0.00	2.32	0.00	8.73	102.10	1.78	0.00	0.00	0.29	0.00	167.17	8.73	0.00	0.00	140.60	21.87
wp2	TARA_096	TARA_P100001944	0-100	200	-29.8789	-100.4434	91.62	68.73	1.81	0.14	6.75	0.22	3.86	1.10	2.77	5.42	3.99	1.42	0.00	0.00	3.46	0.00	0.00	0.25	0.05	32.75	0.74	0.41	15.46	0.00	0.00	0.00	0.00	0.00	0.30	0.00	7.22	3.22	1.19	0.04	0.00	0.70	0.00	39.17	7.22	0.00	0.00	19.38	8.84
wp2	TARA_097	TARA_P100001959	0-100	200	-28.1782	-107.6065	131.81	96.49	17.76	0.61	1.56	1.02	3.37	1.63	2.95	1.85	4.05	4.22	0.00	0.20	0.61	0.00	0.00	0.56	0.15	49.68	1.02	0.00	17.15	0.02	3.24	0.00	0.02	0.00	2.07	0.00	14.88	3.54	0.20	0.00	0.00	0.54	0.00	57.59	14.88	0.00	0.00	21.22	6.88
wp2	TARA_098	TARA_P100001963	0-100	200	-25.8928	-111.6625	68.98	50.65	4.32	0.44	1.43	0.45	1.53	1.19	1.99	5.17	2.74	1.93	0.00	0.00	0.24	0.00	0.00	0.26	0.04	21.69	0.28	0.00	6.27	0.00	0.28	0.12	0.24	0.00	1.18	0.00	16.07	1.06	0.58	0.00	0.00	0.20	0.00	24.80	16.07	0.12	0.00	7.53	2.38
wp2	TARA_099	TARA_P100001853	0-100	200	-21.1595	-104.8472	132.97	106.54	4.22	0.87	2.39	1.26	2.65	3.98	2.80	5.46	3.83	2.98	0.00	0.00	1.74	0.00	0.00	0.63	0.70	46.83	2.35	0.35	16.39	0.00	0.70	0.17	0.04	0.00	1.04	0.00	20.46	9.76	0.87	0.00	0.00	1.09	0.00	55.24	20.46	0.17	0.00	27.24	11.89
wp2	TARA_100	TARA_P100001875	0-100	200	-13.0101	-96.1443	486.81	388.99	10.67	2.72	13.84	7.72	1.82	29.05	11.35	8.85	16.34	16.57	0.00	0.91	29.28	0.00	0.00	0.00	0.91	130.04	0.23	0.00	72.85	5.67	0.00	0.00	0.00	0.00	1.36	0.00	79.21	12.48	17.93	0.23	1.82	1.13	0.45	187.91	79.21	0.00	0.00	86.47	31.32
wp2	TARA_102	TARA_P100001702	0-100	200	-5.2644	-85.2222	2152.79	1654.90	142.11	6.05	84.66	6.05	43.34	73.58	38.30	86.68	106.83	30.24	0.00	0.00	29.23	0.00	0.00	3.02	6.05	785.13	3.02	9.07	99.78	8.06	6.05	2.02	0.00	0.00	4.03	0.00	155.21	452.54	4.03	0.00	1.01	1.01	3.02	861.73	155.21	2.02	0.00	553.32	205.61
wp2	TARA_106	TARA_P100001677	0-100	200	0.0480	-84.6064	3944.14	2551.50	506.88	6.83	245.76	29.01	59.73	168.96	102.40	182.61	218.45	112.64	0.00	0.00	17.07	0.00	0.00	0.00	22.19	1162.20	3.41	0.00	167.25	112.64	114.35	1.71	0.00	0.00	10.24	0.00	141.65	554.67	30.72	6.83	6.83	6.83	0.00	1486.50	141.65	1.71	0.00	728.75	153.60
